"樓層數(ex 1, 1-1)",重新編碼,Text,價格,尺寸,品質,服務態度,舒適度,公關,代言,外觀,品牌,Sentiment,Sentiment_label,Sentiment_score
B318,B616,可是我覺得我買的D+AF白色裸靴超好穿、很好走耶！,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9778650999069214}",positive (stars 4 and 5),0.9778650999069214
B319,B617,"每次買每次出事 不是腳被磨爛就是哪裡掉哪裡斷，賣這個價錢壞這麼快我去買路邊攤或地下街390一雙的都還比較開心。  第一次遇到不管誰代言都不會想買的牌子🙄️",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9819382429122925}","negative (stars 1, 2 and 3)",-0.9819382429122925
B320,B618,"買了一雙契爾西路過…. 穿一次邊邊直接裂開 不誇張… 而且我完全正常穿正常走路",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9578105211257935}","negative (stars 1, 2 and 3)",-0.9578105211257935
B321,B619,第一次走路沒幾下跟掉下來的就是他家,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8618308305740356}",positive (stars 4 and 5),0.8618308305740356
B322,B620,今天去逛百貨公司有看到 好加在沒買,0,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5473852753639221}",positive (stars 4 and 5),0.5473852753639221
B323,B621,買過一次就拒絕往來戶了！廣告打很兇，不上當太難了🤣🤣,0,0,0,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9744937419891357}","negative (stars 1, 2 and 3)",-0.9744937419891357
B324,B622,好幾年前買過，第二次機會後發誓再買就不姓陳，爛到不行。,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9780283570289612}","negative (stars 1, 2 and 3)",-0.9780283570289612
B325,B623,"品質超爛啊 網圖都很美 到實體店面晃一晃甚麼都不想買了",0,0,1,0,0,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.982677161693573}","negative (stars 1, 2 and 3)",-0.982677161693573
B326,B624, 36  5 我反而是390比較耐穿，D+AF鞋穿兩個月底就跟鞋分離了🥲，390至少還可以穿一年以上，朋友的D+AF涼鞋才剛買不到一個月，逛個街鞋帶就斷了...,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8740266561508179}","negative (stars 1, 2 and 3)",-0.8740266561508179
B327,B625,推推ANNS,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.7158259749412537}",positive (stars 4 and 5),0.7158259749412537
B328,B626,D+AF真的只適合小腳 之前去店面試過，上腳後的感覺真的不修飾 看他們小編的腳感覺都是小腳，所以穿起來都滿好看 同樣的價錢韓製鞋子版型包容性還更好 而且店面的銷售人員真的不太專業,0,1,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8835036158561707}",positive (stars 4 and 5),0.8835036158561707
B329,B627,"我穿D+AF的尖頭低跟鞋 兩次 走動不到2小時 雙腳腳趾頭/腳後跟都破皮破到不成腳形！ 朋友都說沒看過破皮破成這樣的！",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9840735197067261}","negative (stars 1, 2 and 3)",-0.9840735197067261
B330,B628,而且他的鞋底超級硬 根本不舒服,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9755919575691223}","negative (stars 1, 2 and 3)",-0.9755919575691223
B331,B629,錢都拿去打廣告了沒錢顧品質吧ww,0,0,1,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8594443202018738}","negative (stars 1, 2 and 3)",-0.8594443202018738
B332,B630,"他們家鞋真的超難穿… 以前官網賣790，現在直接抬價位賣1680，還是一樣超硬走到腳痛，鞋底還會脫落== 每次看到門市很多人都超疑惑",1,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9463505148887634}","negative (stars 1, 2 and 3)",-0.9463505148887634
B333,B631,"這牌就是貼標牌 因為腳大加上以前覺得便宜，還可以接受品質的部分，現在用越來越貴惹～～就覺得不划算😂",1,1,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7230128645896912}","negative (stars 1, 2 and 3)",-0.7230128645896912
B334,B632,鞋子推買小ck的！好穿質量好又和D+AF價錢差沒多少🤣,1,0,1,0,1,0,0,0,ck,"{'label': 'positive (stars 4 and 5)', 'score': 0.9720792174339294}",positive (stars 4 and 5),0.9720792174339294
B336,B634,之前買過切爾西靴 不知道為什麼鞋還被我穿到凹下去，直接見底,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8848416805267334}","negative (stars 1, 2 and 3)",-0.8848416805267334
B337,B635,他們家鞋子品質真的越來越爛，價錢卻越來越貴！！！ 之前去信義區門市買一雙樂福鞋結果穿沒幾次，鞋墊那層就已經跟泡棉分離，把腳底弄的黏黏的🙄🙄而且他們鞋穿了之後，腳會超級臭🤢🤢🤢,1,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9911942481994629}","negative (stars 1, 2 and 3)",-0.9911942481994629
B341,B639,大推這家Jeffrey Campbell 第一次嘗試買長靴 一買直接愛上 不知道有沒有買過的人有心得的 有可能我接受度畢竟高,0,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9876766204833984}",positive (stars 4 and 5),0.9876766204833984
B342,B640,還不如去買NET,0,0,0,0,0,0,0,0,net,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9487391114234924}","negative (stars 1, 2 and 3)",-0.9487391114234924
B343,B641,"他們品質真的很差！！！之前本來想在淘寶上買但因為不想等所以就在門市買了 現在超後悔 明明就是淘寶貨又賣那麼貴😡",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9934064149856567}","negative (stars 1, 2 and 3)",-0.9934064149856567
B344,B642,買過長靴 腳本身蠻大的 但那雙鞋穿幾次都會磨腳好痛苦 材質也很硬⋯⋯,0,1,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8228195309638977}","negative (stars 1, 2 and 3)",-0.8228195309638977
B345,B643,"不過我目前買他們家鞋子還沒有遇到會咬腳或是穿了會腳痛的問題耶 個人覺得蠻好穿的，連朋友也說好穿 🤣 可能真的因人而異～而且碰到打折可以在1500以內買到喜歡的鞋，不會不划算啦 要是真的差到沒人要買也不可能繼續展店打廣告，最近還請刷代言，肯定多少是有好的地方",0,0,0,0,1,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6199774146080017}",positive (stars 4 and 5),0.6199774146080017
B347,B645,品質很差，靴子穿三次就裂了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9844249486923218}","negative (stars 1, 2 and 3)",-0.9844249486923218
B348,B646,"D+AF真的是大腳友善，而且我跟我朋友穿了都沒有磨腳開口笑的問題😲 我已經回購3、4雙了，每雙都經歷過奔跑久站踩水坑，每雙都穿一年半左右，我覺得超耐穿",0,1,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9904876351356506}",positive (stars 4 and 5),0.9904876351356506
B349,B647,買過一次 穿沒幾次鞋就掉皮==,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8929957151412964}","negative (stars 1, 2 and 3)",-0.8929957151412964
B349-1,B648,我買的靴子 才穿一次就掉皮…🔪,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9647009372711182}","negative (stars 1, 2 and 3)",-0.9647009372711182
B350,B649,net的娃娃鞋穿了兩年颳風下雨爬山仍健在,0,0,1,0,0,0,0,0,net,"{'label': 'positive (stars 4 and 5)', 'score': 0.5997686386108398}",positive (stars 4 and 5),0.5997686386108398
B352,B650,"我買三雙 三雙都壞….所以我是意外嗎？😀 平均兩個月壞一雙欸",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9362925291061401}","negative (stars 1, 2 and 3)",-0.9362925291061401
B353,B651,誰很好穿的人 到底都是什麼鐵牛腿 敬佩到不行,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9509739875793457}","negative (stars 1, 2 and 3)",-0.9509739875793457
B354,B652,他們的鞋子我不知道為什麼這麼大開這麼多 我買了一雙沒想到遇到雨天直接開口笑 我才買不到一個月 材質超爛… 又貴 跟我之前買0京0衣一樣，買了一條褲子才穿一天就裂掉屁股那邊直接變兩半，然後我手都是被褲子染色的顏色。,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9941149353981018}","negative (stars 1, 2 and 3)",-0.9941149353981018
B355,B653,"我有買過一雙才穿第一天就掉漆^ _ ^ 因為我只有穿不到半天 也沒有踢到任何東西 也覺得超扯不知道是怎樣🥹",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9624362587928772}","negative (stars 1, 2 and 3)",-0.9624362587928772
B356,B654,"真的很雷！ 買兩次靴子使用沒多久 底部都會裂開！裡面都是紅色絨毛會染上襪子 襪子底部都會變紅色的…..",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9870682954788208}","negative (stars 1, 2 and 3)",-0.9870682954788208
B358,B656,"我買的高底靴也不錯穿欸 穿去日本走五天都不會腳酸也不磨腳 不過是蠻不防滑的，好幾次走在雪地上都差點滑倒",0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8890771269798279}",positive (stars 4 and 5),0.8890771269798279
B359,B657,"品牌的形象本來就很…… 不懂怎麼會有人……",0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7013933062553406}","negative (stars 1, 2 and 3)",-0.7013933062553406
B360,B658,"可是 我買了五雙 真的沒穿壞過⋯",0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5427610278129578}",positive (stars 4 and 5),0.5427610278129578
B361,B659,之前買了一兩雙，都超級難穿，腳底很硬，下定決心再也不買他們家的鞋…,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9826673865318298}","negative (stars 1, 2 and 3)",-0.9826673865318298
B362,B660,"陸續買過三雙..  一開始以為只是版型問題.. 穿到第三雙時依舊覺得不太好穿🥹",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6398137211799622}","negative (stars 1, 2 and 3)",-0.6398137211799622
B363,B661,Airspace 的靴子都比他們好穿,0,0,0,0,1,0,0,0,Airspace,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8189419507980347}","negative (stars 1, 2 and 3)",-0.8189419507980347
B364,B662,真的想哭🥲買了一雙靴子 第一天穿出門回家兩腳都有一點掉皮…明明正常使用也沒有摩擦到🙃,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9762416481971741}","negative (stars 1, 2 and 3)",-0.9762416481971741
B365,B663,順帶一提台北信義區有一個店員態度超差？？,0,0,0,1,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9546859860420227}","negative (stars 1, 2 and 3)",-0.9546859860420227
B366,B664,"他就是鞋子的快時尚 會行銷、造品牌 但整體還是給人貼牌感 我覺得學生黨趕流行可以 但如果已經可以負擔的起高價位的女性 真的不建議買這家 也有漂亮又好穿的鞋子",0,0,0,0,0,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7749053239822388}","negative (stars 1, 2 and 3)",-0.7749053239822388
B367,B665,第一天穿了一整天，小拇指的指甲直接掉下來，嚇到直接丟進垃圾桶,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9790090918540955}","negative (stars 1, 2 and 3)",-0.9790090918540955
B370-1,B669, 71 如果想買好一點的鞋  全真皮的 價格又不會很貴 可以去看C&H (ig搜）  超好穿又耐穿 CP值超高！！,1,0,1,0,1,0,0,0,others,"{'label': 'positive (stars 4 and 5)', 'score': 0.9852584600448608}",positive (stars 4 and 5),0.9852584600448608
B371,B670,這篇竟然還在,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6019774675369263}",positive (stars 4 and 5),0.6019774675369263
B372,B671,"我是已經買過四雙… 分別是兩個靴子+兩個涼鞋 都沒有抽到籤王！也都穿超過2年了 我不知道今年啦 至少以前的品質不會不穩定🥲",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8609063029289246}","negative (stars 1, 2 and 3)",-0.8609063029289246
B373,B672,"D+AF真的好穿也好看 但品質真的需要加強 真的穿一季就不行的鞋",0,0,1,0,1,0,0,1,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7081769704818726}",positive (stars 4 and 5),0.7081769704818726
B374,B673,"原本也是看網路上評價偏差 但有一款聯名靴真的好好看 淘寶也找不到一模一樣 就狠下心買了 穿了好幾次穿一整天除了我腳板寬痛之外都還可以接受",0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9664352536201477}",positive (stars 4 and 5),0.9664352536201477
B375,B674,他們厚底可以 跟鞋平底都不太行,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9039021730422974}","negative (stars 1, 2 and 3)",-0.9039021730422974
B376,B675,"買過幾雙很後悔 我是網路上買的 每次買鞋都買38所以第一次就買38 腳真的很痛我下次買別的就買39 真的超級無敵不舒服 難穿 又很容易壞掉 買過一雙涼鞋不到半年就斷掉 現在才知道淘寶這個驚人的事實 現在還讓舒華代言 整個大翻白眼 想起來真的很賺  我曾經在中山捷運站店的對面 大聲說「這間超難穿又貴又很容易壞掉，完全不懂為什麼一堆人都要去買，比高跟鞋難穿」 旁邊就有一個女生看過來 我才發現他穿著他們家的鞋子🤣🤣🤣  真的要好好宣揚一下 這間店真的別在害大家了",1,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9831838011741638}","negative (stars 1, 2 and 3)",-0.9831838011741638
B377,B676,因為難穿 所以根本穿不到他壞🤣,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9384180307388306}","negative (stars 1, 2 and 3)",-0.9384180307388306
B378,B677,這家的價錢差不多，但品質不錯，而且買一雙都可以穿個1、2年,1,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9698759913444519}",positive (stars 4 and 5),0.9698759913444519
B379,B680,這邊想補充  關於行銷與品質 這個年代會行銷的不等於品質好 當然也有很多品牌是行銷與品質兼具 但品牌這種東西本來就是被打造出來的 這是一個資本為主的社會 代言人與品牌方就是一種工作關係 我覺得也不用太上升到 為什麼舒華要代言之類的 D+AF就是知道年輕人喜歡什麼 在款式上也是偏向流行取向 他精準瞄準他要的客戶 我覺得就是座落在大學-25歲左右 你問我這個年紀（我32） 會因爲舒華買他們家的鞋子嗎 其實不會  年紀更長、有更多預算的人 自然就不會第一時間被廣告打到 或是考慮買他們家的鞋子  我覺得在行銷上 他們的確有做到他們想要的 消費者就要在這個時代更多擁有判斷能力,0,0,0,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5280718207359314}","negative (stars 1, 2 and 3)",-0.5280718207359314
B380,B681,所以才有辦法找舒華代言啊哈哈哈哈,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.981513500213623}",positive (stars 4 and 5),0.981513500213623
B381,B682,"真心爛！  曾經給過兩次機會，一次是穿去婚禮當伴娘，可能是因為整天走來走去，後來再穿兩三次就．．．．壞掉了：） 另一次是當一半外出鞋穿，真的不到十次一樣壞掉，沒有什麼走路歪腳的壞習慣，但真心覺得不耐用價格又貴。  比之前在路邊買390又不錯看的鞋子還不耐穿QQ",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.993736982345581}","negative (stars 1, 2 and 3)",-0.993736982345581
B382,B683,不買,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9233052134513855}","negative (stars 1, 2 and 3)",-0.9233052134513855
B383,B684,阿不就是是貼牌貨，跟買掏寶差不多吧，沒有自己的生產線合作，到處工廠拿貨貼牌所以品質不一，能不能買到好貨就看運氣了，多花點錢買專櫃品牌吧,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9721907377243042}","negative (stars 1, 2 and 3)",-0.9721907377243042
B384,B685,"之前有買過靴子～ 是挺好看好搭配的，但還是有點摩腳🥲",0,0,0,0,1,0,0,1,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9123294353485107}",positive (stars 4 and 5),0.9123294353485107
B385,B686,看到這麼多“落底”的就讓我覺得，那個鞋底是用雙面膠黏的嗎？？,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8671380877494812}","negative (stars 1, 2 and 3)",-0.8671380877494812
B386,B687,D+AF就流行款上很快，價格也比外面店家再便宜一點，錢都砸在宣傳，年輕族群很好入手，但最近價格好像上漲的趨勢，聽說過他們都是從🍑批貨來改標的😅,1,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9816309809684753}",positive (stars 4 and 5),0.9816309809684753
B387,B688,"25.5大腳人 推推這牌子，好穿、耐穿又好看，價格又不貴❤️ 我買過DK、愛迪達還有其他名牌的鞋子，試穿的結果都不太好，不耐穿、穿了腳痛🥲 這牌子是經過我N次失敗實驗後的結果，推薦給大家😂",1,0,1,0,1,0,0,1,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9886525273323059}",positive (stars 4 and 5),0.9886525273323059
B388,B689,"超難穿+1 以前還沒實體店面時就買過又硬又摩腳 後來有實體店面看到是邵雨薇代言 有去店裡試穿靴子依然覺得又硬難穿😟",0,0,0,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9656751155853271}","negative (stars 1, 2 and 3)",-0.9656751155853271
B389,B690,"可是我買他們家的靴子 穿一整天不會痛 買其他牌同款 痛到不行欸….",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6459293365478516}","negative (stars 1, 2 and 3)",-0.6459293365478516
B390,B691,"頭一次讓我在路上開口笑的鞋子 （？） 從此列為拒絕往來 太丟臉了 而且我走在街上人群超多 我就在那邊跛腳走路 隨便去夜市買390的厚底 穿了一年才壞 而且只是表皮裂那種",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9860386252403259}","negative (stars 1, 2 and 3)",-0.9860386252403259
B391,B692,買過好幾雙也是穿一兩次落底、掉漆,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9523450136184692}","negative (stars 1, 2 and 3)",-0.9523450136184692
B392,B693,但我穿一年多的馬丁靴都沒事欸,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5192937254905701}","negative (stars 1, 2 and 3)",-0.5192937254905701
B393,B694,"買了他們家樂福鞋過兩年味道都沒散掉 從此不買😌 附購買圖為證",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.973164975643158}","negative (stars 1, 2 and 3)",-0.973164975643158
B394,B695,不會緊 很剛好 但是就是味道散不掉,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5498455166816711}",positive (stars 4 and 5),0.5498455166816711
B395,B696,"買過兩雙 都穿到跟掀起來 品質超級無敵爛 真的別買",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.993945300579071}","negative (stars 1, 2 and 3)",-0.993945300579071
B396,B697,"他們家鞋子真的很好看 但就是超不耐⋯⋯⋯",0,0,1,0,0,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5981747508049011}","negative (stars 1, 2 and 3)",-0.5981747508049011
B397,B698,買過一雙短靴！穿出去三四個小時腳就已經痛到走不了路，回家才發現大拇指的指甲都瘀血…,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9718917012214661}","negative (stars 1, 2 and 3)",-0.9718917012214661
B398,B699,"我買的也是一年就開口笑  想說消耗品 至少好穿 本來要再傻傻回去買  結果一試感覺品質跟款型都變了 直接決定不再買 價格這麼貴東西品質又不好  我直接加價去買百貨公司的 至少可以穿個3-5年以上",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9824677109718323}","negative (stars 1, 2 and 3)",-0.9824677109718323
B399,B700,真的品質不太好，之前網路訂了幾雙，到貨發現實品的用料很低廉，雖然他們售價是不高，但是真的就沒那個質感，蠻粗糙的…後來整批退貨朋友買了也是穿個幾次就壞掉，還不如再多添一些錢買個品質好點的穿比較久，又環保～,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9746097922325134}","negative (stars 1, 2 and 3)",-0.9746097922325134
B400,B701,"我前同事之前有在她們家上班有跟我說他們家的貨就是掏寶進的 只是把標籤換掉再打上她們家的標籤…所以我都不買她們的商品 ",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9734180569648743}","negative (stars 1, 2 and 3)",-0.9734180569648743
B401,B702,真的欸差點要線上直接買 結果因為急需去店裡試穿 一整個磨腳 又沒有很好看,0,0,0,0,1,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8498505353927612}","negative (stars 1, 2 and 3)",-0.8498505353927612
B402,B703,難怪 我就覺得他家鞋子好難穿,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9299250245094299}","negative (stars 1, 2 and 3)",-0.9299250245094299
B404,B705,他們家的鞋我有買，不適合穿來逛街，腳會很容易痛,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8560445308685303}","negative (stars 1, 2 and 3)",-0.8560445308685303
B405,B706,"我都買到vip頂了😂我覺得超好穿 只是每次代言的人都讓我不想買 現在才看到這篇 我根本盤爆",0,0,0,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5631779432296753}","negative (stars 1, 2 and 3)",-0.5631779432296753
B406,B707,"我買了五雙穿了一年多 目前只有一雙開口笑  感覺應該還行…？",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6084086298942566}","negative (stars 1, 2 and 3)",-0.6084086298942566
B407,B708,"之前為了學校活動買了一雙樂福鞋 試穿還好 但活動當天腳超級痛的 足弓鏤空沒有支撐  根本是鞋底版型不ok 雖然好看但真的不實用 走不到30分鐘直接想拿去丟",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9714661240577698}","negative (stars 1, 2 and 3)",-0.9714661240577698
B408,B709,我2004年創立的也是品質很爛啊,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9361602663993835}","negative (stars 1, 2 and 3)",-0.9361602663993835
B409,B710,為何我在漢神巨蛋買的還很勞？,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8169952034950256}","negative (stars 1, 2 and 3)",-0.8169952034950256
B410,B711,我買過，品質爛到不行！穿不到半年開口笑,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9829651713371277}","negative (stars 1, 2 and 3)",-0.9829651713371277
B411,B712,"其實也知道可能是大陸貨 但當年不會網購 現在會了根本不打算再去買😜",0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9460027813911438}","negative (stars 1, 2 and 3)",-0.9460027813911438
B412,B713,"必須嘴！ 這間的材質真的爛到哭 只有4年前剛出社會買來穿過 磨腳又容易壞 穿幾次就壞了 後來還是直接買貴一點的牌子比較耐穿 （但他們家真的砸很多錢買廣告，品質都不顧，我現在都拒買廣告買很大的牌子了）",0,0,1,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9859597682952881}","negative (stars 1, 2 and 3)",-0.9859597682952881
B413,B714,他的鞋不好穿,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9327939748764038}","negative (stars 1, 2 and 3)",-0.9327939748764038
B414,B715, 13 真的難穿到爆！,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8771061301231384}","negative (stars 1, 2 and 3)",-0.8771061301231384
B415,B716,不懂大家在罵什麼 一分錢一分貨啊 這種親民的價錢是要多耐穿 覺得爛就不要買便宜貨啊…,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.970553994178772}","negative (stars 1, 2 and 3)",-0.970553994178772
B416,B717,但我買過好多雙皮鞋跟靴子穿了快1年半都沒事,0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5893728733062744}","negative (stars 1, 2 and 3)",-0.5893728733062744
B417,B718,我也有買一雙高跟鞋 腳磨出水泡,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8791837692260742}","negative (stars 1, 2 and 3)",-0.8791837692260742
B418,B719,加點錢都可以買百貨公司專櫃得了,1,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.730929970741272}","negative (stars 1, 2 and 3)",-0.730929970741272
B419,B720,難得這一篇文章還在欸,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9860373139381409}",positive (stars 4 and 5),0.9860373139381409
B420,B721, 3-11 認真！買過短靴和切爾靴  除了短靴被我家狗啃壞（⋯）是真的覺得好穿,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9838990569114685}",positive (stars 4 and 5),0.9838990569114685
B421,B722,哇！還好我有來查一下D+AF鞋 本來打算去台中那邊買.....看到你們這樣說我不敢買ㄌ..,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8334737420082092}","negative (stars 1, 2 and 3)",-0.8334737420082092
B422,B723,日系風格愛好者的我經過看到幾雙很日系的忍不住去看 看到價格退縮，好險有看到這篇,1,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6418613791465759}",positive (stars 4 and 5),0.6418613791465759
